kLog,S0,theta,V0,sigma,rho,r,kappa,tau,callPrice
5.039002858445093,167.99823794455676,0.13213594380168284,0.4115666374391225,0.4419653252314032,-0.13688915210496058,0.03202356227082896,1.823283439137472,1.8497595004953382,50.28624892234542
3.0331522237332815,51.38451868275234,0.033401490431134266,0.31017898409248057,0.250199076473564,-0.1211569103157127,0.041622427945282765,1.4180823790123007,1.1053408254920627,31.65405581675329
5.146071362385924,67.92149475160878,0.2557275987187333,0.16596154402736035,0.17921364629361053,-0.5179459148156556,0.01308286985856354,1.6572827765697224,1.3959867286783143,0.916601082127588
2.4756007654903227,14.502547273203193,0.0207157768387155,0.09108279663392828,0.043030787370184516,-0.5386005673766029,0.06703768606170737,0.17135539459536409,2.3051029428187078,4.923688551787555
3.5008030509058696,108.68120366356264,0.3248418631587861,0.4818239255744246,0.26265987549645503,-0.3248937340245902,0.056833303466685865,1.4438270983539114,2.3717998340951087,81.6055601978167
4.654132336517017,143.58688454601727,0.34540633996401754,0.4603836741677049,0.4957188066088888,-0.4494051375286375,0.08148733124612448,1.9726674343525121,1.0010566973346442,58.667346560765324
4.968394518802416,133.34112844199234,0.26725209974174885,0.3093058418152829,0.06363236824319768,-0.5766768051796277,0.02184741728787177,0.8614091209160872,2.0214246905537525,37.85356311210122
4.176724982524618,93.61466221845406,0.18327631447470497,0.3479141210845092,0.1734322475159879,-0.15929043079609426,0.0024481016505545237,0.5322725737168295,1.4005017664871913,37.449339218694035
3.9025537008813136,58.603987414791234,0.07188462823042951,0.5282086852940492,0.454334349509263,-0.2008120919433544,0.043548853317694085,1.1532804485885246,2.0429547725290615,21.70892116519033
4.668765942136224,87.2695570556654,0.02395562186960265,0.06570449931057266,0.4227686481243838,-0.055621941143078696,0.07338350880428349,1.8786643624105812,1.8982648647148164,6.303244888339207
4.8752547589009785,71.34797030494262,0.4768753939539483,0.2166851144397768,0.012701334891410844,-0.1236125672996174,0.05341272144180628,0.05219073479929337,2.1934157201207745,9.093419828034087
5.172713910029857,166.21271060431462,0.32596285003066683,0.1758495009308204,0.09644300034283848,-0.054414059230368884,0.04611533268323938,0.1208453816232038,1.9095942023868344,41.201824746758106
4.953956228473955,15.960296310146616,0.37689488540418176,0.4923204328114757,0.4777250701374379,-0.7769688325963737,0.019006211396123532,0.9825714723818292,1.6962420838162795,0.0006216711103210474
4.783996262756068,51.55192540933975,0.0717766059687705,0.25538207526517465,0.17446920779391073,-0.29865804488560765,0.013591196780889558,0.3337588214518692,1.230786120409189,0.7852684354949956
4.872540287333143,84.01098525617243,0.3847329606991433,0.3959699645931221,0.1973756882824912,-0.5261461237260161,0.05052352863723264,0.2212473735002172,1.927209392545553,17.908540296412674
4.410738231068857,152.2566560344562,0.057562488593168815,0.5474630782013984,0.015138071396636752,-0.693771929553926,0.0776320329055107,1.0478091032188483,2.1693311756355493,88.11606233369871
2.688031102713514,102.63058572469336,0.3688153392289972,0.2025975265078595,0.38084125262428337,-0.6974808103908785,0.08570501125156334,0.5829631963517501,1.909514342214022,90.24134861496448
2.270495091163433,87.90557522303261,0.370349719002934,0.33543161229053664,0.2153512568339731,-0.6097285072697571,0.01894017854491941,1.2230861272201303,1.1983061320363078,78.44458432533447
5.295599238306563,62.18820618301724,0.06955438450288498,0.17790790448788013,0.16662457481908388,-0.3548209741313592,0.04857958642505437,1.0531029145616673,1.736836589098074,0.07651825839340591
3.2228329293700586,134.76501943083838,0.09645947385302302,0.3942384298970642,0.20455118245269888,-0.36625171185896666,0.007941542700990989,1.2737538714899403,1.5570232085449105,110.02367360687396
4.331138683374136,3.840219751202612,0.02507067732976115,0.4742295684349143,0.3341574600266297,-0.8005335929395461,0.025639644186144173,0.14764573751139176,1.000645455008871,3.290553596559946e-12
5.031927133748968,28.335215600286666,0.19747766482039675,0.4721489159515816,0.16511830583910675,-0.3855483051601764,0.06917022091154025,0.07765203176683566,2.144127051003606,1.0109514872201268
4.774467434154376,125.9603769432737,0.07126257096067401,0.3523384132810171,0.3378866570147205,-0.20388880732037296,0.06341498391285265,1.983597937484762,1.814507878121252,34.980807914108915
3.0756931262633653,68.44173734627583,0.39420663896456204,0.44679450348207583,0.30547398670734965,-0.025281633936332357,0.09100567599056343,0.7588341356201833,1.2055763037839018,49.459130541041745
2.9124565915226017,181.2109338553436,0.06316746913121829,0.4759557672956032,0.2456323381287579,-0.4929288264936533,0.00014863890722525142,1.960920071567856,1.7434873363998706,162.8161613225858
4.586014828707075,102.34486738176744,0.24113964535674134,0.27005719188600685,0.4104612199441877,-0.3818200898996735,0.030545083957105614,0.011539937294265943,1.3467640408940789,26.525072939615498
4.901314735286874,110.7858708886733,0.037480303598666775,0.2829349594680867,0.15898218888016685,-0.8996508252643496,0.02112272536900001,1.0655928576095148,1.0522949824657193,11.475780664826946
3.2765357645550623,161.51061406564284,0.2281049606271277,0.2831870361708572,0.4490730463463235,-0.4856938697435112,0.05148122985744362,0.07017436637882968,1.4287330957261208,137.0816628331483
4.605711888308637,120.57426564527515,0.4108330910502508,0.2474848515316863,0.22133291452794754,-0.21090131465973175,0.03841120597968641,0.5326045467767302,2.325990722037027,51.19938351180847
5.112687107975973,100.08212870130495,0.4683761315843927,0.4148364561234439,0.0725466661738518,-0.40790788835910025,0.05503638925832988,1.084312315633981,1.4074499598156076,17.045966491727132
5.120549537280287,66.37590810352079,0.04301551593398023,0.1494877650955403,0.03874351124454728,-0.05341945832520503,0.02773437627022075,0.8200942363375023,2.2697504184125266,0.5055261739097361
2.2064949212465046,98.7640882154005,0.06095847690809381,0.1688292150004679,0.2498839986798364,-0.5727984057893809,0.0051542618290108975,0.7085531950733135,1.2794131348547853,89.74005992318848
4.70950829034734,104.04931965817772,0.4426568279776807,0.4445990663639052,0.024754242757576872,-0.5257758153735318,0.06039412060540199,1.2613889433012,2.19246748685367,42.73634532895458
4.870101010354458,42.99776512991687,0.07345068004256257,0.4140791160439126,0.396520018069364,-0.4691426112874097,0.06278729456551632,0.4556535540841482,1.0634594728545437,0.3415449030115857
4.425180988562714,96.60213016042464,0.01391865772780698,0.32333765765974715,0.4413644497927732,-0.023883068682161168,0.030491685693191436,0.5649059730289883,2.2205318680236754,31.73764886743607
4.8909674624022665,158.58805396399998,0.21752780220112755,0.530071572580562,0.4956548977410432,-0.8041265259047778,0.06591366183463611,1.3394701787292778,1.5268120906918787,61.099169085153655
4.564941595827341,27.706093549308218,0.4595543758247914,0.5124454735292724,0.07795431721297069,-0.8752278935196672,0.025962706576881246,0.012322162174259963,1.8108663194319523,1.8670254664249089
5.196357184366733,147.0368085425291,0.18987378221195836,0.4075478254641457,0.09077342906073638,-0.8816949050994339,0.043697471240961926,1.839483368218076,2.003840344433748,33.840075373804176
4.980670126459814,90.9112247619505,0.06705369122000032,0.0935717173716842,0.21080956406260395,-0.3013293457134302,0.09277036541992703,1.1109772913692475,1.8670685109891787,4.419913910435534
5.187505913200933,110.46496407899612,0.4566533974026529,0.07957093677522199,0.4355135192924637,-0.17879945527052468,0.09232736097550036,0.4592649063030496,1.0202251265951294,4.067375545240576
4.431824260806248,75.74944490354387,0.30385550857913496,0.2979558248727903,0.3425631794656481,-0.18154388227533247,0.03905982653519352,1.795781228682186,1.846138763513355,20.939567516389662
5.199354272834329,131.18383393898182,0.16763727579368393,0.1612566241330371,0.4752089701739622,-0.7464573839284488,0.06869817880661272,0.32998688686029065,1.146178399192699,6.813134346985349
4.983080058055354,131.02596582357614,0.40556893383572346,0.10376264266702136,0.1832056897456292,-0.5513260145557596,0.08132895560663331,1.8828528155262545,1.7437872817086706,39.2700172572776
3.177560325823564,27.859458538479352,0.4358858061989444,0.09543776979597696,0.3163245232399963,-0.5319544945712374,0.05231495583019774,0.9648877665633604,1.3744597423289449,8.906393398441356
5.10594022358651,49.43906898581487,0.433447586739644,0.1941268007801593,0.3974361671218274,-0.6941059462735105,0.07602975481848087,1.7836889109476306,2.258874566404463,3.3037882553849194
4.732032930489268,30.99946928144885,0.07881760203402728,0.1767967127002517,0.21054842777378324,-0.5436601318070173,0.008446024299634336,0.8344833410939552,1.778013627404479,0.004795806805135803
4.5047032292155285,27.441601657865313,0.19813452155604036,0.4131580274661393,0.005789230213114338,-0.7912039927244345,0.061206928947495014,1.9558228881845288,1.5237417960320525,0.4756557508278864
5.151577452418894,187.63858853906163,0.09569222825997477,0.29666509975228744,0.1035566262983392,-0.5573657585710826,0.07482932997142534,1.8597604639137535,1.0900372121063882,46.859862321839174
4.808252395088172,57.49470939823582,0.12121093655588115,0.496066022429502,0.2985426011983767,-0.2793132182056613,0.09122261333233336,0.7878979758231829,1.3118287622599494,4.359645211784221
3.830405056528848,42.66822539128808,0.07362123661850678,0.5438551428522045,0.2616031614817485,-0.7442532742587143,0.04183357194882354,0.7346877094761768,1.178863411703773,10.516287527425082
4.0764003506459465,41.930837569299406,0.2645390506035143,0.5387534999471052,0.2625867253215711,-0.7851563468823183,0.05861381395454509,1.8186809236058583,2.3038569933920865,10.81800949076746
3.918767440457331,140.53787377003565,0.0960507958929811,0.3688897727543218,0.3185386478896672,-0.9058584319495622,0.04584806904942633,1.00359832487363,1.2803959443528188,94.11316517818506
4.508822266662828,97.14451310906149,0.0879316647478941,0.3841113470626709,0.24591451645714185,-0.3892363887740077,0.056968663782014935,1.6921315469896707,1.090100037905619,24.19935009532582
4.932673581107754,181.7541489436785,0.21950243612635384,0.061772028409650424,0.17850838818291787,-0.8480048335886952,0.0034699404400151514,1.392416228098332,1.3081221991548504,55.16068999676617
5.0821326838657335,89.90991555715533,0.06665870024934795,0.2940118667613308,0.4514873658167414,-0.15100780261801933,0.03184923883393583,0.5383103527934856,2.289693605179294,8.311044518846456
5.153540241794905,186.8251150695075,0.18927175542682492,0.4899699490487983,0.3941619923284368,-0.4986236910597196,0.03320378996076413,1.3911879587240312,1.427383847155696,57.320674754289456
5.023017077194191,184.0326729401544,0.06267547316529143,0.11178686491435907,0.06177127399047416,-0.14535926701034935,0.013656840894348843,1.1220512781452407,1.5193954774595892,45.52867751895658
3.672042148293169,167.85040654826005,0.4989245449809038,0.11854360876828343,0.09493093751217636,-0.3388461029476238,0.05975371980914618,0.9248876735154448,1.6115555245480957,132.40390469559784
4.121521598920326,80.9265457688759,0.045194924279561836,0.30842781366492394,0.008586027316257128,-0.6856529145248184,0.054545932190641216,1.4348895665052777,1.8095514165380135,29.276816897334793
2.1186727289474363,157.0630322860996,0.4189399908768817,0.31113123343425303,0.27597566115157396,-0.4890426996469783,0.058740632782569524,0.27838877526421024,1.6629115659011409,149.52091627527534
5.24565298706337,89.57458863833607,0.4348401751956267,0.2690609727431784,0.3798647450245727,-0.8368799434906115,0.01838509143427713,0.5621799049586442,1.4052393848795697,2.7468804878285344
5.283277940517925,118.7116957322484,0.20123428664853446,0.14655602569574228,0.011928463643696208,-0.23482239866439164,0.04320065644395362,0.7843245099491747,1.0350688361491598,3.981626180497152
3.087390470653407,75.1239604847451,0.4284315968338143,0.4713026246093802,0.03565573443274028,-0.1507925038117114,0.03641512173398095,1.6745109402389016,1.9671270139959083,55.062811127347075
4.882221862673292,22.89538096044319,0.2998525351668377,0.3116554044159593,0.29596496864235233,-0.14671886232692286,0.034646999574415714,1.3675063306402506,1.5140715752659233,0.06201977201596653
1.8899809787783464,104.2884746726888,0.44423298562139296,0.18069816244625586,0.3951250543969136,-0.9342899846921244,0.06654348759610615,0.37553221171051865,2.1047585742758232,98.55660309396187
4.208724293425416,189.17507260115138,0.4188991927295036,0.2659878617703541,0.028328054582290933,-0.035323893741756464,0.00474425344084739,1.2380140573166951,1.563128754074676,125.22463846980595
3.7615141672325794,60.72953096612247,0.4862043836034102,0.26491809995700555,0.3366873814799325,-0.5000852534776606,0.024621170949917025,0.2678768536407921,1.5082763109947066,25.223754842478566
4.585133438562651,51.611976574319755,0.2772872751585058,0.11833484969031312,0.4763127773229427,-0.3689188704839154,0.057932078270707364,0.9175238612581208,1.7639463245096143,2.9119944697513342
5.14958190754736,194.49435692227726,0.07399991755388974,0.4821725760645928,0.11895332388426055,-0.3545960942465716,0.021200574674198596,0.08207261433121915,1.8759917028019144,78.74154569137026
4.668530664162972,115.2296540357272,0.04728935347140778,0.25617064376973303,0.16309521388395548,-0.7588567584437096,0.06504007373338537,1.2662452159847442,2.2381269829390904,34.518318015617936
4.562783062215635,197.67750983031732,0.4817398783832349,0.08747875843534687,0.3547242837622408,-0.1773618620301607,0.03231110757520419,0.4833102232976347,1.8143126000518064,111.9425766679484
4.115746055889767,146.29343015217236,0.4690309518889635,0.2677626951791021,0.32864556974772097,-0.5715451056497981,0.08012085539521828,1.3079897197956347,1.9261726637260288,98.47714660887564
4.620079327147014,66.51999190004946,0.05855774983091056,0.13825262976761965,0.1305938058476248,-0.7306147318165618,0.09303854551553917,1.1490612500927422,2.1107517708587897,5.492601919527353
4.698436742497108,195.82888197625562,0.4158151805064402,0.06692053754282735,0.2270063169279523,-0.03106873115336717,0.06061263564011496,0.5538124747245508,1.5068339515942726,99.03952160652356
5.186391396400243,158.7741852085887,0.36419225200982425,0.2116369743958572,0.03684336717287373,-0.5771347068476959,0.08707211706726134,0.2487322849296485,1.5324084573001242,38.387225450407406
